Run number,Date,Duration,Events,Current,Beam Energy,Target,Solenoid,Torus,Trigger,RCDB comment,Type,Adittional comment,Log DAQ,Log Monitoring plots,Log Online reconstruction,Log Strip charts,
20391,2024-05-04 21:28:15,1:07:13,"23,069,201",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,"flux fluctuations are really big, say 50 to 70 nA",,https://logbooks.jlab.org/entry/4296559,https://logbooks.jlab.org/entry/4296579,https://logbooks.jlab.org/entry/4296578
20392,2024-05-04 22:44:26,3:02:34,"60,712,009",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,multiple BMT HV SEC3 L5 STRIP,https://logbooks.jlab.org/entry/4296594,https://logbooks.jlab.org/entry/4296587,https://logbooks.jlab.org/entry/4296663,https://logbooks.jlab.org/entry/4296662
20393,2024-05-05 2:09:16,1:14:50,"25,279,612",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,BMT HV SEC3 L5 STRIP tripped and lowering the HV down of 10 V / adcpcal6 busy 100%,https://logbooks.jlab.org/entry/4296681,https://logbooks.jlab.org/entry/4296685,https://logbooks.jlab.org/entry/4296705,https://logbooks.jlab.org/entry/4296704
20394,2024-05-05 3:29:22,3:00:35,"55,692,296",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,BMT HV SEC3 L5 STRIP tripped again and lowering again the voltage by 10 V,https://logbooks.jlab.org/entry/4296707,https://logbooks.jlab.org/entry/4296708,https://logbooks.jlab.org/entry/4296769,https://logbooks.jlab.org/entry/4296768
20395,2024-05-05 6:34:20,0:19:13,"6,345,993",,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,issue with DC sector 1 occupancy since run 20384 and roc_reboot dc11,https://logbooks.jlab.org/entry/4296770,https://logbooks.jlab.org/entry/4296790,https://logbooks.jlab.org/entry/4296793,https://logbooks.jlab.org/entry/4296792
20396,2024-05-05 7:06:02,1:56:59,"36,350,709",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,adcpcal2vtp crashe,https://logbooks.jlab.org/entry/4296810,https://logbooks.jlab.org/entry/4296811,,https://logbooks.jlab.org/entry/4296874
20397,2024-05-05 9:08:42,2:59:44,"56,587,961",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4296875,https://logbooks.jlab.org/entry/4296886,https://logbooks.jlab.org/entry/4296895,https://logbooks.jlab.org/entry/4296956
20398,2024-05-05 12:13:14,2:38:33,"39,162,089",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,problem with tdcpcal6,https://logbooks.jlab.org/entry/4296973,https://logbooks.jlab.org/entry/4296974,https://logbooks.jlab.org/entry/4296979,https://logbooks.jlab.org/entry/4297040
20399,2024-05-05 15:03:44,1:50:54,"27,935,951",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,rebooted adcftof3,https://logbooks.jlab.org/entry/4297044,https://logbooks.jlab.org/entry/4297064,https://logbooks.jlab.org/entry/4297122,https://logbooks.jlab.org/entry/4297121
20400,2024-05-05 17:02:09,2:58:35,"56,318,162",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,,https://logbooks.jlab.org/entry/4297138,https://logbooks.jlab.org/entry/4297212,https://logbooks.jlab.org/entry/4297211
20401,2024-05-05 20:06:05,0:16:08,"6,050,649",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,,https://logbooks.jlab.org/entry/4297228,https://logbooks.jlab.org/entry/4297230,https://logbooks.jlab.org/entry/4297229
20402,2024-05-05 20:28:33,0:03:13,"691,550",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,rebooted adcpcal2,,,,
20403,2024-05-05 20:38:31,2:34:49,"54,825,661",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,,https://logbooks.jlab.org/entry/4297247,https://logbooks.jlab.org/entry/4297309,https://logbooks.jlab.org/entry/4297308
20404,2024-05-06 0:20:02,3:10:10,"55,810,254",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,first production run after RICH recovery,prod,Beam fluctuating,https://logbooks.jlab.org/entry/4297348,https://logbooks.jlab.org/entry/4297350,https://logbooks.jlab.org/entry/4297428,https://logbooks.jlab.org/entry/4297427
20407,2024-05-06 3:57:35,2:39:35,"46,059,113",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production run after Trigger problem. Halted when dc42 roc went busy.,prod,dc42 roc busy,https://logbooks.jlab.org/entry/4297454,https://logbooks.jlab.org/entry/4297463,https://logbooks.jlab.org/entry/4297542,https://logbooks.jlab.org/entry/4297541
20408,2024-05-06 6:47:49,2:59:50,"50,353,041",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production run after dc42 went busy.,prod,,https://logbooks.jlab.org/entry/4297549,https://logbooks.jlab.org/entry/4297551,https://logbooks.jlab.org/entry/4297651,https://logbooks.jlab.org/entry/4297653
20409,2024-05-06 10:16:39,0:46:04,"14,345,673",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,start when beam returns,prod,adcpcal5 busy,https://logbooks.jlab.org/entry/4297681,https://logbooks.jlab.org/entry/4297683,https://logbooks.jlab.org/entry/4297699,https://logbooks.jlab.org/entry/4297698
20410,2024-05-06 11:24:03,1:05:10,"17,532,575",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,"restart after rocreboot, roc busy ending",prod,TDCpcal6 shows 100% busy,https://logbooks.jlab.org/entry/4297714,https://logbooks.jlab.org/entry/4297716,https://logbooks.jlab.org/entry/4297746,https://logbooks.jlab.org/entry/4297747
20411,2024-05-06 12:37:10,0:25:39,"947,387",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,restart after ROC busy,maybe,adcpcal3 busy 100%,,,,
20412,2024-05-06 14:10:56,0:50:58,"11,224,313",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,tdc problem reboot pcal tdc fan replace restart data tking,prod,reboot tdcecal1,https://logbooks.jlab.org/entry/4297833,https://logbooks.jlab.org/entry/4297831,https://logbooks.jlab.org/entry/4297866,https://logbooks.jlab.org/entry/4297865
20414,2024-05-06 15:43:18,3:01:17,"53,750,880",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,good run,prod,,https://logbooks.jlab.org/entry/4297908,https://logbooks.jlab.org/entry/4297915,https://logbooks.jlab.org/entry/4298005,
20415,2024-05-06 19:00:00,1:53:31,"22,443,635",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production ended early,prod,no beam due to thunderstorm,https://logbooks.jlab.org/entry/4298016,https://logbooks.jlab.org/entry/4298018,https://logbooks.jlab.org/entry/4298067,https://logbooks.jlab.org/entry/4298068
20416,2024-05-06 21:04:30,1:30:44,"12,153,455",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,BMT HV sector 3 layer 5 tripped,https://logbooks.jlab.org/entry/4298075,https://logbooks.jlab.org/entry/4298076,https://logbooks.jlab.org/entry/4298127,https://logbooks.jlab.org/entry/4298128
20417,2024-05-06 23:43:33,3:00:34,"65,400,413",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4298134,https://logbooks.jlab.org/entry/4298139,https://logbooks.jlab.org/entry/4298273,https://logbooks.jlab.org/entry/4298272
20418,2024-05-07 2:49:14,3:00:40,"62,279,900",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production run,prod,"Sector 3, L5 strip of MVT tripped",https://logbooks.jlab.org/entry/4298276,https://logbooks.jlab.org/entry/4298302,https://logbooks.jlab.org/entry/4298375,https://logbooks.jlab.org/entry/4298374
20419,2024-05-07 5:56:05,3:17:24,"60,714,891",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,"Sector 3, L5 strip of MVT tripped multiple times",https://logbooks.jlab.org/entry/4298379,https://logbooks.jlab.org/entry/4298391,https://logbooks.jlab.org/entry/4298579,https://logbooks.jlab.org/entry/4298578
20420,2024-05-07 9:20:51,0:14:19,"5,625,193",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,short run sector 3 very busy recommend rebotts,maybe,trigger rates in sector 3 10x above normal,https://logbooks.jlab.org/entry/4298585,https://logbooks.jlab.org/entry/4298590,https://logbooks.jlab.org/entry/4298592,https://logbooks.jlab.org/entry/4298591
20421,2024-05-07 9:50:24,0:34:22,"11,527,162",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,after three roc reboots,maybe,strange historgram in DC histo,https://logbooks.jlab.org/entry/4298596,https://logbooks.jlab.org/entry/4298603,https://logbooks.jlab.org/entry/4298618,https://logbooks.jlab.org/entry/4298617
20422,2024-05-07 10:35:29,1:44:15,"31,282,483",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,sector 3 L4 MVT reset,,https://logbooks.jlab.org/entry/4298645,https://logbooks.jlab.org/entry/4298712,https://logbooks.jlab.org/entry/4298711
20423,2024-05-07 12:35:36,2:48:55,"57,284,881",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,,https://logbooks.jlab.org/entry/4298725,https://logbooks.jlab.org/entry/4298734,https://logbooks.jlab.org/entry/4298804,https://logbooks.jlab.org/entry/4298805
20424,2024-05-07 15:30:29,3:00:09,"60,937,562",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,"ECAL HV alarm sector 5 WI E25,27,28,33,35,36 and WO E01,02,05,06,07,08,09,11,12 get tripped / BMT HV sector 3 layer 4 tripped",https://logbooks.jlab.org/entry/4298816,https://logbooks.jlab.org/entry/4298819,https://logbooks.jlab.org/entry/4298903,https://logbooks.jlab.org/entry/4298933
20425,2024-05-07 18:35:50,0:58:09,"19,294,823",65 nA,"10,547.3",,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,ECAL sector 1 layer 6 VI08 doesn't look ok / BMT HV sector 2 layer 4 tripped / RICH MAPMT  alarm,https://logbooks.jlab.org/entry/4298950,https://logbooks.jlab.org/entry/4298985,https://logbooks.jlab.org/entry/4298986,https://logbooks.jlab.org/entry/4298999
20426,2024-05-07 19:47:51,3:00:39,"61,646,025",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4298995,https://logbooks.jlab.org/entry/4299014,https://logbooks.jlab.org/entry/4299097,https://logbooks.jlab.org/entry/4299095
20427,2024-05-07 22:52:11,2:19:40,"45,895,666",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production - problem with trigger bit (greater than 6),prod,BMT HV sector 3 layer 4 tripped /  trigger bits greater than 6,https://logbooks.jlab.org/entry/4299099,https://logbooks.jlab.org/entry/4299114,https://logbooks.jlab.org/entry/4299189,https://logbooks.jlab.org/entry/4299193
20432,2024-05-08 5:24:27,3:16:38,"64,282,948",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production - first run after DC HV problems.,prod,,https://logbooks.jlab.org/entry/4299347,https://logbooks.jlab.org/entry/4299348,https://logbooks.jlab.org/entry/4299435,https://logbooks.jlab.org/entry/4299434
20433,2024-05-08 8:48:25,1:42:42,"34,080,395",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,reboot tdcpcal4,https://logbooks.jlab.org/entry/4299446,https://logbooks.jlab.org/entry/4299444,https://logbooks.jlab.org/entry/4299495,https://logbooks.jlab.org/entry/4299494
20436,2024-05-08 12:37:01,2:58:08,"66,570,929",65 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,finished luminosity,prod,,https://logbooks.jlab.org/entry/4299588,https://logbooks.jlab.org/entry/4299594,https://logbooks.jlab.org/entry/4299689,https://logbooks.jlab.org/entry/4299688
20437,2024-05-08 15:42:24,0:31:50,"12,954,640",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,,https://logbooks.jlab.org/entry/4299699,https://logbooks.jlab.org/entry/4299737,https://logbooks.jlab.org/entry/4299738,https://logbooks.jlab.org/entry/4299742
20438,2024-05-08 18:17:15,1:12:52,"18,538,935",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,BMT HV sector 3 layer 4 tripped,https://logbooks.jlab.org/entry/4299806,https://logbooks.jlab.org/entry/4299824,https://logbooks.jlab.org/entry/4299854,https://logbooks.jlab.org/entry/4299856
20439,2024-05-08 23:57:02,3:07:38,"83,542,066",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,"BMT sec3, L4 strip tripped",https://logbooks.jlab.org/entry/4299974,https://logbooks.jlab.org/entry/4299995,https://logbooks.jlab.org/entry/4300005,https://logbooks.jlab.org/entry/4300004
20440,2024-05-09 3:09:34,1:11:06,"25,066,110",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,"Gilfoyle, Leali",prod,low livetime warning,https://logbooks.jlab.org/entry/4300025,https://logbooks.jlab.org/entry/4300026,https://logbooks.jlab.org/entry/4300043,https://logbooks.jlab.org/entry/4300042
20441,2024-05-09 4:26:27,2:01:51,"50,811,127",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production after low livetime warning.,prod,Beamline alarm,https://logbooks.jlab.org/entry/4300059,https://logbooks.jlab.org/entry/4300068,https://logbooks.jlab.org/entry/4300072,https://logbooks.jlab.org/entry/4300071
20442,2024-05-09 6:35:14,1:56:06,"36,683,985",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production after engineering alarm,prod,,https://logbooks.jlab.org/entry/4300105,https://logbooks.jlab.org/entry/4300104,https://logbooks.jlab.org/entry/4300138,https://logbooks.jlab.org/entry/4300136
20448,2024-05-10 4:30:42,1:09:45,"29,451,406",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,Pord with DC sector 4 trip,maybe,issue with DC sector 4,https://logbooks.jlab.org/entry/4300807,https://logbooks.jlab.org/entry/4300809,https://logbooks.jlab.org/entry/4300834,https://logbooks.jlab.org/entry/4300833
20449,2024-05-10 5:57:56,2:57:17,"71,771,730",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,prod after dc42 roc_reboot,prod,BMT HV sector 2 layer 4 STRIP tripped multiple times / changed voltage to 430V,https://logbooks.jlab.org/entry/4300891,https://logbooks.jlab.org/entry/4300892,https://logbooks.jlab.org/entry/4301014,https://logbooks.jlab.org/entry/4301013
20451,2024-05-10 9:13:45,0:31:43,"12,942,796",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,begin again cue to mvt problem DC problem require roc reboots,maybe,weird dc histos / reboot dc rocs,https://logbooks.jlab.org/entry/4301025,https://logbooks.jlab.org/entry/4301039,https://logbooks.jlab.org/entry/4301058,https://logbooks.jlab.org/entry/4301057
20452,2024-05-10 9:54:05,1:24:57,"3,683,626",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,rates are low and reson unclear,maybe,rates low (idk if during the runs or just at the end),https://logbooks.jlab.org/entry/4301062,https://logbooks.jlab.org/entry/4301094,,
20453,2024-05-10 11:25:12,3:11:30,"76,176,740",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,,https://logbooks.jlab.org/entry/4301119,https://logbooks.jlab.org/entry/4301127,https://logbooks.jlab.org/entry/4301226,https://logbooks.jlab.org/entry/4301229
20454,2024-05-10 14:41:51,3:13:08,"78,387,875",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,high evaporator temperature /  mids and upstream halo counters briefly higher than normal,https://logbooks.jlab.org/entry/4301232,https://logbooks.jlab.org/entry/4301238,https://logbooks.jlab.org/entry/4301378,
20455,2024-05-10 18:00:05,3:01:18,"64,490,372",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,PCAL sector 5 v strip issue,https://logbooks.jlab.org/entry/4301386,https://logbooks.jlab.org/entry/4301418,https://logbooks.jlab.org/entry/4301531,https://logbooks.jlab.org/entry/4301530
20456,2024-05-10 21:08:50,2:58:59,"78,629,243",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,multiple BMT_HV_SEC3_L4 and SEC_3_L5 trip /changed volatege to 381V,https://logbooks.jlab.org/entry/4301627,https://logbooks.jlab.org/entry/4301610,https://logbooks.jlab.org/entry/4301656,https://logbooks.jlab.org/entry/4301655
20457,2024-05-11 0:16:54,3:00:56,"80,033,666",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,pord,prod,BMT HV sector 3 layer 4 strip tripped twice,https://logbooks.jlab.org/entry/4301673,https://logbooks.jlab.org/entry/4301675,https://logbooks.jlab.org/entry/4301735,https://logbooks.jlab.org/entry/4301734
20458,2024-05-11 3:20:53,3:01:01,"80,467,462",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,BMT HV sector 3 layer 4 strip tripped,https://logbooks.jlab.org/entry/4301745,https://logbooks.jlab.org/entry/4301748,https://logbooks.jlab.org/entry/4301821,https://logbooks.jlab.org/entry/4301820
20459,2024-05-11 6:26:55,3:15:28,"75,549,389",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,Prod,prod,BMT S1L4 trip,https://logbooks.jlab.org/entry/4301836,https://logbooks.jlab.org/entry/4301837,https://logbooks.jlab.org/entry/4301925,https://logbooks.jlab.org/entry/4301924
20460,2024-05-11 9:47:55,3:05:44,"74,271,001",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,TDC ecal sector 2 ec out / BMT S3L4 trip / narrow new gap in FMT L3S1,https://logbooks.jlab.org/entry/4301929,https://logbooks.jlab.org/entry/4301964,https://logbooks.jlab.org/entry/4302019,https://logbooks.jlab.org/entry/4302018
20461,2024-05-11 13:02:03,3:11:21,"78,357,662",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4302022,https://logbooks.jlab.org/entry/4302050,https://logbooks.jlab.org/entry/4302137,https://logbooks.jlab.org/entry/4302135
20464,2024-05-11 16:39:40,3:02:50,"80,006,722",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4302160,https://logbooks.jlab.org/entry/4302175,https://logbooks.jlab.org/entry/4302242,https://logbooks.jlab.org/entry/4302241
20465,2024-05-11 19:47:00,1:23:01,"34,210,542",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,BMT_HV_SEC3_L4 trip / ROC adcecal4 100% busy,https://logbooks.jlab.org/entry/4302247,https://logbooks.jlab.org/entry/4302259,https://logbooks.jlab.org/entry/4302285,https://logbooks.jlab.org/entry/4302284
20466,2024-05-11 21:15:29,3:04:56,"78,527,670",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,BMT_HV_SEC3_L4 trip,https://logbooks.jlab.org/entry/4302287,https://logbooks.jlab.org/entry/4302295,https://logbooks.jlab.org/entry/4302378,https://logbooks.jlab.org/entry/4302377
20467,2024-05-12 0:25:09,1:28:37,"32,909,435",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,"RICH scaler alarm, PMTs 219, 220, 221 down",https://logbooks.jlab.org/entry/4302390,https://logbooks.jlab.org/entry/4302395,https://logbooks.jlab.org/entry/4302431,https://logbooks.jlab.org/entry/4302430
20468,2024-05-12 2:16:37,2:59:32,"80,779,212",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,BMT HV SEC3 L4 Strip,https://logbooks.jlab.org/entry/4302447,https://logbooks.jlab.org/entry/4302457,https://logbooks.jlab.org/entry/4302518,https://logbooks.jlab.org/entry/4302517
20470,2024-05-12 5:36:38,3:12:48,"92,674,296",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,BMT HV SEC3 L4 Strip trip twice,https://logbooks.jlab.org/entry/4302547,https://logbooks.jlab.org/entry/4302555,https://logbooks.jlab.org/entry/4302670,https://logbooks.jlab.org/entry/4302669
20471,2024-05-12 8:54:12,1:31:46,"41,248,475",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,BMT HV SEC3 L4 Strip trip / high trigger rate in sector 1 inbending,https://logbooks.jlab.org/entry/4302675,https://logbooks.jlab.org/entry/4302679,https://logbooks.jlab.org/entry/4302717,https://logbooks.jlab.org/entry/4302716
20472,2024-05-12 10:33:57,0:16:41,"7,181,943",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,still high rate - restart due to high rae in sector 1 (x2),maybe,high rate,https://logbooks.jlab.org/entry/4302721,,,
20473,2024-05-12 11:00:53,1:51:28,"49,792,420",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,maybe,BMT S2L1 reset multiple times / lower voltage to 420 V /spike in the S2L1 occupancy,https://logbooks.jlab.org/entry/4302739,https://logbooks.jlab.org/entry/4302749,https://logbooks.jlab.org/entry/4302778,https://logbooks.jlab.org/entry/4302777
20474,2024-05-12 13:03:12,2:54:25,"63,294,639",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,"Solenoid Crash , restart since to correct a L6DAQ problem",prod,S3L4 reset,https://logbooks.jlab.org/entry/4302790,https://logbooks.jlab.org/entry/4302802,https://logbooks.jlab.org/entry/4302935,https://logbooks.jlab.org/entry/4302934
20478,2024-05-13 5:59:12,0:40:22,"17,962,866",50 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,maybe,hole due to HV being turned off,https://logbooks.jlab.org/entry/4303264,https://logbooks.jlab.org/entry/4303271,https://logbooks.jlab.org/entry/4303282,https://logbooks.jlab.org/entry/4303281
20479,2024-05-13 7:23:11,3:31:06,"73,397,226",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,BMTS2L4 trip,https://logbooks.jlab.org/entry/4303305,https://logbooks.jlab.org/entry/4303314,https://logbooks.jlab.org/entry/4303404,https://logbooks.jlab.org/entry/4303403
20480,2024-05-13 10:59:28,3:07:20,"75,129,416",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,multiple BMT S3L4 trips / mvt1 100% busy,https://logbooks.jlab.org/entry/4303409,https://logbooks.jlab.org/entry/4303414,https://logbooks.jlab.org/entry/4303485,https://logbooks.jlab.org/entry/4303484
20481,2024-05-13 14:12:21,3:01:00,"78,096,685",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4303486,https://logbooks.jlab.org/entry/4303488,https://logbooks.jlab.org/entry/4303655,https://logbooks.jlab.org/entry/4303654
20482,2024-05-13 17:19:09,0:39:14,"15,282,518",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,adcftof4 ROC 100% busy,https://logbooks.jlab.org/entry/4303660,https://logbooks.jlab.org/entry/4303675,https://logbooks.jlab.org/entry/4303685,https://logbooks.jlab.org/entry/4303684
20483,2024-05-13 18:04:12,3:01:17,"75,510,847",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,BMT_HV_SEC2_L4 trip / L3DAQ6 disconnected,https://logbooks.jlab.org/entry/4303698,https://logbooks.jlab.org/entry/4303707,https://logbooks.jlab.org/entry/4303793,https://logbooks.jlab.org/entry/4303792
20484,2024-05-13 21:16:07,3:01:03,"73,362,313",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4303813,https://logbooks.jlab.org/entry/4303836,https://logbooks.jlab.org/entry/4303964,https://logbooks.jlab.org/entry/4303963
20485,2024-05-14 0:22:57,3:01:31,"82,407,573",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4304003,https://logbooks.jlab.org/entry/4304005,https://logbooks.jlab.org/entry/4304102,https://logbooks.jlab.org/entry/4304103
20486,2024-05-14 3:30:12,3:30:45,"85,489,531",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,L3DAQ6 crashed / MVT Sector 3 L4 tripped,https://logbooks.jlab.org/entry/4304113,https://logbooks.jlab.org/entry/4304138,https://logbooks.jlab.org/entry/4304262,https://logbooks.jlab.org/entry/4304261
20488,2024-05-14 17:51:34,3:00:23,"74,834,546",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,,https://logbooks.jlab.org/entry/4304609,https://logbooks.jlab.org/entry/4304610,https://logbooks.jlab.org/entry/4304754,https://logbooks.jlab.org/entry/4304753
20489,2024-05-14 20:58:05,3:03:45,"80,981,292",70 nA,"10,547.3",IN,LD2 + Al,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,DC HV tripped twice on sect 3 region 1 super layer 2 / FMT gas alarm,https://logbooks.jlab.org/entry/4304767,https://logbooks.jlab.org/entry/4304776,https://logbooks.jlab.org/entry/4304864,https://logbooks.jlab.org/entry/4304861
20506,2024-05-16 17:50:46,5:05:32,"51,999,203",70 nA,"10,547.3",IN,Al,-1.00,-1.00,rge_inb_v1.0_200MeV,Empty + Al production,prod,,https://logbooks.jlab.org/entry/4306283,https://logbooks.jlab.org/entry/4306284,https://logbooks.jlab.org/entry/4306436,https://logbooks.jlab.org/entry/4306433
