Run number,Date,Duration,Events,Current,Beam Energy,Target,Solenoid,Torus,Trigger,RCDB comment,Type,Adittional comment,Log DAQ,Log Monitoring plots,Log Online reconstruction,Log Strip charts,
20255,2024-04-22 22:54:16,0:23:21,"5,978,748",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,PROD,prod,dc12 100% busy,https://logbooks.jlab.org/entry/4286786,https://logbooks.jlab.org/entry/4286798,https://logbooks.jlab.org/entry/4286799,https://logbooks.jlab.org/entry/4286800
20256,2024-04-22 23:41:26,2:09:26,"38,639,557",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,PROD,prod,,https://logbooks.jlab.org/entry/4286817,https://logbooks.jlab.org/entry/4286833,https://logbooks.jlab.org/entry/4286892,https://logbooks.jlab.org/entry/4286893
20257,2024-04-23 1:58:54,2:40:06,"52,346,399",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,BMT HV SEC3 L4 tripped,https://logbooks.jlab.org/entry/4286904,https://logbooks.jlab.org/entry/4286934,https://logbooks.jlab.org/entry/4286986,https://logbooks.jlab.org/entry/4286987
20258,2024-04-23 4:43:30,1:20:37,"27,393,720",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,PROD,prod,BMT HV SEC2 L4 tripped / hot channel in the BMT,https://logbooks.jlab.org/entry/4286988,https://logbooks.jlab.org/entry/4287000,https://logbooks.jlab.org/entry/4287050,https://logbooks.jlab.org/entry/4287051
20260,2024-04-23 6:33:12,0:37:49,"12,158,402",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,PROD,prod,adcecal2 problem,https://logbooks.jlab.org/entry/4287067,https://logbooks.jlab.org/entry/4287083,https://logbooks.jlab.org/entry/4287098,https://logbooks.jlab.org/entry/4287097
20263,2024-04-23 7:40:46,1:11:52,"25,000,154",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,PROD,prod,,https://logbooks.jlab.org/entry/4287128,https://logbooks.jlab.org/entry/4287136,https://logbooks.jlab.org/entry/4287177,https://logbooks.jlab.org/entry/4287176
20264,2024-04-24 7:18:23,1:48:13,"31,797,306",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,BMT Sec1 L4 tripped,https://logbooks.jlab.org/entry/4287847,https://logbooks.jlab.org/entry/4287853,https://logbooks.jlab.org/entry/4287922,https://logbooks.jlab.org/entry/4287926
20265,2024-04-24 9:34:35,0:26:42,"6,189,517",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,MCC took beam away,,,,
20266,2024-04-24 11:45:11,0:48:32,"13,070,954",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,scaler1 roc busy,https://logbooks.jlab.org/entry/4288000,https://logbooks.jlab.org/entry/4288004,https://logbooks.jlab.org/entry/4288016,https://logbooks.jlab.org/entry/4288017
20267,2024-04-24 12:39:21,3:04:08,"52,366,107",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,,https://logbooks.jlab.org/entry/4288111,https://logbooks.jlab.org/entry/4288030,https://logbooks.jlab.org/entry/4288119,https://logbooks.jlab.org/entry/4288117
20271,2024-04-24 21:19:11,0:41:02,"3,657,707",160 nA,"10,547.3",OUT,Empty + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,dc62vtp lost connection and end run failed too,https://logbooks.jlab.org/entry/4288366,https://logbooks.jlab.org/entry/4288367,,https://logbooks.jlab.org/entry/4288370
20272,2024-04-24 22:08:13,2:39:15,"36,305,051",160 nA,"10,547.3",OUT,Empty + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,,https://logbooks.jlab.org/entry/4288380,https://logbooks.jlab.org/entry/4288383,,https://logbooks.jlab.org/entry/4288457
20273,2024-04-25 0:54:39,3:01:15,"48,649,806",160 nA,"10,547.3",OUT,Empty + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,crate not responding (camac1) / BMT HV alarm s2l4 / BMT HV alarm s3l5 twice,https://logbooks.jlab.org/entry/4288463,https://logbooks.jlab.org/entry/4288464,https://logbooks.jlab.org/entry/4288541,https://logbooks.jlab.org/entry/4288540
20274,2024-04-25 4:01:48,3:05:19,"53,015,706",160 nA,"10,547.3",OUT,Empty + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,BMT HV alarm s3l5 twice,https://logbooks.jlab.org/entry/4288550,https://logbooks.jlab.org/entry/4288556,https://logbooks.jlab.org/entry/4288626,https://logbooks.jlab.org/entry/4288627
20275,2024-04-25 7:15:15,1:21:21,"19,858,587",160 nA,"10,547.3",OUT,Empty + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,multiple BMT HV channel s3l5 trips and reduced its voltaje gradually / All HV channels in sector 6 tripped at the same time in FTOF and PCAL,https://logbooks.jlab.org/entry/4288642,https://logbooks.jlab.org/entry/4288644,https://logbooks.jlab.org/entry/4288689,https://logbooks.jlab.org/entry/4288691
20288,2024-04-25 21:31:34,3:00:28,"61,215,346",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,BMT HV s3l5 tripped / BMT HV s2l4 tripped,https://logbooks.jlab.org/entry/4289082,https://logbooks.jlab.org/entry/4289085,https://logbooks.jlab.org/entry/4289168,https://logbooks.jlab.org/entry/4289170
20289,2024-04-26 0:36:57,1:04:18,"20,746,507",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,BMT HV s3l5 tripped twice /  ROC dc52 busy,https://logbooks.jlab.org/entry/4289175,https://logbooks.jlab.org/entry/4289179,https://logbooks.jlab.org/entry/4289192,https://logbooks.jlab.org/entry/4289193
20290,2024-04-26 1:50:10,2:58:48,"46,649,172",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,,https://logbooks.jlab.org/entry/4289208,https://logbooks.jlab.org/entry/4289209,https://logbooks.jlab.org/entry/4289281,https://logbooks.jlab.org/entry/4289282
20291,2024-04-26 4:54:12,2:59:20,"55,209,990",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,BMT HV s2l4 tripped / BMT HV s3l4 tripped,https://logbooks.jlab.org/entry/4289283,https://logbooks.jlab.org/entry/4289317,https://logbooks.jlab.org/entry/4289383,https://logbooks.jlab.org/entry/4289384
20292,2024-04-26 7:58:01,3:02:18,"52,243,608",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,"BMT sector 2, layer 4 strip HV tripped twice",https://logbooks.jlab.org/entry/4289414,https://logbooks.jlab.org/entry/4289415,https://logbooks.jlab.org/entry/4289509,https://logbooks.jlab.org/entry/4289511
20293,2024-04-26 11:07:09,2:23:05,"44,566,020",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,first run after HWP change,prod,asymmetry charge alarm,https://logbooks.jlab.org/entry/4289539,https://logbooks.jlab.org/entry/4289542,https://logbooks.jlab.org/entry/4289632,https://logbooks.jlab.org/entry/4289633
20294,2024-04-26 19:05:39,2:42:30,"42,089,013",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,adcpcal3 100%,https://logbooks.jlab.org/entry/4289775,https://logbooks.jlab.org/entry/4289777,https://logbooks.jlab.org/entry/4289859,https://logbooks.jlab.org/entry/4289858
20297,2024-04-26 22:09:17,3:05:56,"57,060,130",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,,https://logbooks.jlab.org/entry/4289884,https://logbooks.jlab.org/entry/4289890,https://logbooks.jlab.org/entry/4289961,https://logbooks.jlab.org/entry/4289962
20298,2024-04-27 1:19:54,2:48:00,"54,818,978",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,BMT HV s2l4 channel tripped /  adcpcal1 and adcftof4 busy,https://logbooks.jlab.org/entry/4289967,https://logbooks.jlab.org/entry/4289970,https://logbooks.jlab.org/entry/4290032,https://logbooks.jlab.org/entry/4290033
20299,2024-04-27 4:13:07,1:18:27,"23,380,052",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,RICH number of fibers alarm,https://logbooks.jlab.org/entry/4290050,https://logbooks.jlab.org/entry/4290056,https://logbooks.jlab.org/entry/4290080,https://logbooks.jlab.org/entry/4290081
20300,2024-04-27 5:59:51,0:35:09,"9,716,236",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,BMT HV s3l4 channel tripped / roc adcecal1 busy,https://logbooks.jlab.org/entry/4290100,https://logbooks.jlab.org/entry/4290107,https://logbooks.jlab.org/entry/4290119,https://logbooks.jlab.org/entry/4290118
20302,2024-04-27 9:02:27,2:59:49,"60,087,722",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,after pass2 separator MCC issues,prod,,https://logbooks.jlab.org/entry/4290198,https://logbooks.jlab.org/entry/4290202,https://logbooks.jlab.org/entry/4290302,https://logbooks.jlab.org/entry/4290310
20303,2024-04-27 12:07:26,2:22:00,"38,747,293",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,"prod, potential adcecal3 issues at the end",prod,,https://logbooks.jlab.org/entry/4290325,https://logbooks.jlab.org/entry/4290327,https://logbooks.jlab.org/entry/4290394,https://logbooks.jlab.org/entry/4290395
20304,2024-04-27 14:38:34,2:57:07,"57,840,911",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,BMT S3L4 tripped,https://logbooks.jlab.org/entry/4290399,https://logbooks.jlab.org/entry/4290421,https://logbooks.jlab.org/entry/4290494,https://logbooks.jlab.org/entry/4290493
20308,2024-04-27 18:03:49,2:57:10,"56,915,798",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,,https://logbooks.jlab.org/entry/4290506,https://logbooks.jlab.org/entry/4290508,https://logbooks.jlab.org/entry/4290604,https://logbooks.jlab.org/entry/4290603
20309,2024-04-27 21:03:47,2:45:56,"50,198,586",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,,https://logbooks.jlab.org/entry/4290605,https://logbooks.jlab.org/entry/4290608,https://logbooks.jlab.org/entry/4290699,https://logbooks.jlab.org/entry/4290702
20312,2024-04-28 0:14:01,3:00:47,"57,241,676",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,BMT HV SEC3 L4 STRIP tripped,https://logbooks.jlab.org/entry/4290731,https://logbooks.jlab.org/entry/4290736,https://logbooks.jlab.org/entry/4290797,https://logbooks.jlab.org/entry/4290798
20315,2024-04-28 3:46:15,0:40:27,"9,797,645",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,,https://logbooks.jlab.org/entry/4290814,https://logbooks.jlab.org/entry/4290815,https://logbooks.jlab.org/entry/4290839,https://logbooks.jlab.org/entry/4290840
20316,2024-04-28 6:58:57,3:02:37,"61,986,254",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,BMT HV SEC3 L4 STRIP,https://logbooks.jlab.org/entry/4290880,https://logbooks.jlab.org/entry/4290882,https://logbooks.jlab.org/entry/4290982,https://logbooks.jlab.org/entry/4290981
20317,2024-04-28 10:07:14,3:11:00,"59,390,492",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,tripped BMT HV SEC3 L4 STRIP,https://logbooks.jlab.org/entry/4291031,https://logbooks.jlab.org/entry/4291032,https://logbooks.jlab.org/entry/4291096,https://logbooks.jlab.org/entry/4291095
20321,2024-04-28 13:51:18,3:09:52,"59,347,494",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,BMT SEC3 L4 strip trip,https://logbooks.jlab.org/entry/4291121,https://logbooks.jlab.org/entry/4291192,,https://logbooks.jlab.org/entry/4291227
20322,2024-04-28 18:38:04,3:06:49,"50,337,114",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,,https://logbooks.jlab.org/entry/4291272,https://logbooks.jlab.org/entry/4291294,https://logbooks.jlab.org/entry/4291436,https://logbooks.jlab.org/entry/4291378
20323,2024-04-28 21:50:54,0:21:52,"1,284,603",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,tdcftof3 100%,,,,
20324,2024-04-28 22:19:34,3:00:51,"56,378,359",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,,https://logbooks.jlab.org/entry/4291393,https://logbooks.jlab.org/entry/4291399,https://logbooks.jlab.org/entry/4291502,
20325,2024-04-29 1:27:02,3:01:25,"59,690,673",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,,https://logbooks.jlab.org/entry/4291504,https://logbooks.jlab.org/entry/4291511,https://logbooks.jlab.org/entry/4291589,https://logbooks.jlab.org/entry/4291588
20326,2024-04-29 4:33:05,0:59:27,"18,987,707",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,,https://logbooks.jlab.org/entry/4291590,https://logbooks.jlab.org/entry/4291594,https://logbooks.jlab.org/entry/4291616,https://logbooks.jlab.org/entry/4291620
20327,2024-04-29 5:47:54,3:09:41,"56,322,811",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,,https://logbooks.jlab.org/entry/4291634,https://logbooks.jlab.org/entry/4291640,https://logbooks.jlab.org/entry/4291729,https://logbooks.jlab.org/entry/4291728
20330,2024-04-29 9:27:38,1:38:10,"29,070,771",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,maybe,RICH sacalers alarm,https://logbooks.jlab.org/entry/4291772,https://logbooks.jlab.org/entry/4291785,https://logbooks.jlab.org/entry/4291851,https://logbooks.jlab.org/entry/4291852
20333,2024-04-29 12:15:45,1:56:07,"39,459,603",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,Production on Sn,prod,,https://logbooks.jlab.org/entry/4291924,https://logbooks.jlab.org/entry/4291929,https://logbooks.jlab.org/entry/4292026,https://logbooks.jlab.org/entry/4292025
20334,2024-04-29 14:38:31,3:02:11,"53,851,720",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,Production with Sn,prod,Noisy channel for  BMT Layer 4 Sector 1,https://logbooks.jlab.org/entry/4292061,https://logbooks.jlab.org/entry/4292090,https://logbooks.jlab.org/entry/4292222,https://logbooks.jlab.org/entry/4292223
20335,2024-04-29 17:49:12,2:47:44,"55,432,402",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,Production with Sn,maybe,RICH alarm -several channels are not working,https://logbooks.jlab.org/entry/4292241,https://logbooks.jlab.org/entry/4292251,https://logbooks.jlab.org/entry/4292328,https://logbooks.jlab.org/entry/4292330
20336,2024-04-29 20:42:22,1:39:52,"34,793,585",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,maybe,RICH alarm -several channels are not working,https://logbooks.jlab.org/entry/4292337,https://logbooks.jlab.org/entry/4292341,https://logbooks.jlab.org/entry/4292382,https://logbooks.jlab.org/entry/4292383
20339,2024-04-29 22:57:46,3:00:56,"63,479,751",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,Productioin,prod,multiple BMT HV SEC3 L5 STRIP tripped / lower voltaje in channel,https://logbooks.jlab.org/entry/4292418,https://logbooks.jlab.org/entry/4292430,https://logbooks.jlab.org/entry/4292541,https://logbooks.jlab.org/entry/4292543
20340,2024-04-30 2:07:38,3:01:31,"55,022,657",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,,https://logbooks.jlab.org/entry/4292549,https://logbooks.jlab.org/entry/4292603,https://logbooks.jlab.org/entry/4292628,https://logbooks.jlab.org/entry/4292626
20341,2024-04-30 5:27:29,3:06:21,"62,100,175",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4292648,https://logbooks.jlab.org/entry/4292656,https://logbooks.jlab.org/entry/4292770,https://logbooks.jlab.org/entry/4292771
20342,2024-04-30 8:52:28,3:05:32,"58,781,989",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,Issues with BMT_cOccupancy Layer 4 Sector 1 / BMT HV SEC3 L4 STRIP alarms,https://logbooks.jlab.org/entry/4292800,https://logbooks.jlab.org/entry/4292803,https://logbooks.jlab.org/entry/4292903,https://logbooks.jlab.org/entry/4292902
20344,2024-04-30 12:30:47,0:14:08,"3,844,028",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,no beam at the end,,,,
20345,2024-04-30 13:00:59,1:07:10,"18,615,883",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4292951,https://logbooks.jlab.org/entry/4292991,https://logbooks.jlab.org/entry/4292991,https://logbooks.jlab.org/entry/4292993
20346,2024-04-30 15:22:02,2:43:24,"49,036,510",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,"""tdcpcal6"" shows 100% busy",https://logbooks.jlab.org/entry/4293026,https://logbooks.jlab.org/entry/4293050,https://logbooks.jlab.org/entry/4293229,https://logbooks.jlab.org/entry/4293188
20349,2024-04-30 19:29:23,1:18:54,"24,543,703",65,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,"roc ""adcecal2"" (100% busy)",https://logbooks.jlab.org/entry/4293222,https://logbooks.jlab.org/entry/4293228,https://logbooks.jlab.org/entry/4293271,https://logbooks.jlab.org/entry/4293257
20350,2024-04-30 21:03:03,3:37:38,"55,001,638",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,,https://logbooks.jlab.org/entry/4293270,https://logbooks.jlab.org/entry/4293272,https://logbooks.jlab.org/entry/4293392,https://logbooks.jlab.org/entry/4293393
20351,2024-05-01 0:47:28,1:49:44,"31,419,511",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,ftof sec4 off,prod,,https://logbooks.jlab.org/entry/4293401,https://logbooks.jlab.org/entry/4293417,https://logbooks.jlab.org/entry/4293449,https://logbooks.jlab.org/entry/4293451
20352,2024-05-01 2:42:52,1:42:03,"30,103,337",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,some channels in ftof4 are OFF,prod,,https://logbooks.jlab.org/entry/4293459,https://logbooks.jlab.org/entry/4293460,https://logbooks.jlab.org/entry/4293502,https://logbooks.jlab.org/entry/4293503
20359,2024-05-01 5:49:59,1:02:21,"17,732,964",6 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4293552,https://logbooks.jlab.org/entry/4293563,https://logbooks.jlab.org/entry/4293595,https://logbooks.jlab.org/entry/4293594
20360,2024-05-02 14:39:47,1:32:23,"15,525,891",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,"Production, Sn",prod,adcpcnl 4 busy,https://logbooks.jlab.org/entry/4294609,https://logbooks.jlab.org/entry/4294605,https://logbooks.jlab.org/entry/4294699,https://logbooks.jlab.org/entry/4294613
20361,2024-05-02 16:18:31,2:56:31,"55,422,377",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,,,https://logbooks.jlab.org/entry/4294730,https://logbooks.jlab.org/entry/4294835,https://logbooks.jlab.org/entry/4294834
20363,2024-05-02 19:38:58,1:28:26,"30,894,097",,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,ECAL sector3 VI strips 1~12 turned on and off,,https://logbooks.jlab.org/entry/4294865,https://logbooks.jlab.org/entry/4294894,https://logbooks.jlab.org/entry/4294893
20364,2024-05-02 21:14:44,0:24:56,"7,342,101",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,adc sec 3 ecal problem,prod,,,https://logbooks.jlab.org/entry/4294913,,
20365,2024-05-02 21:48:51,1:02:53,"15,246,180",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,2 out of 12 adcs strips reading were recovered,,https://logbooks.jlab.org/entry/4294928,https://logbooks.jlab.org/entry/4294963,https://logbooks.jlab.org/entry/4294962
20367,2024-05-02 23:52:17,1:19:46,"29,004,969",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,maybe,2H01 ypos was fluctuating / bad plots for adcTime on ECAL Sec6 ,https://logbooks.jlab.org/entry/4295015,https://logbooks.jlab.org/entry/4295017,https://logbooks.jlab.org/entry/4295044,https://logbooks.jlab.org/entry/4295045
20369,2024-05-03 1:37:33,3:00:30,"61,374,978",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,BMT HV SEC3 L 4 and 5 STRIP tripped / injector fluctuations ,https://logbooks.jlab.org/entry/4295066,https://logbooks.jlab.org/entry/4295067,https://logbooks.jlab.org/entry/4295155,https://logbooks.jlab.org/entry/4295154
20370,2024-05-03 4:43:30,1:43:05,"30,752,052",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,maybe,chopped occupancy plots in the ECAL,https://logbooks.jlab.org/entry/4295162,https://logbooks.jlab.org/entry/4295163,https://logbooks.jlab.org/entry/4295209,https://logbooks.jlab.org/entry/4295208
20374,2024-05-03 7:50:24,1:32:35,"32,892,550",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,"production, hole in EC",maybe,"ECAL problem, channel missing",https://logbooks.jlab.org/entry/4295267,https://logbooks.jlab.org/entry/4295268,https://logbooks.jlab.org/entry/4295347,https://logbooks.jlab.org/entry/4295348
20375,2024-05-03 11:17:18,2:37:37,"52,081,067",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,FMT_GAS_STAT alarm / FMT HV Tripped,https://logbooks.jlab.org/entry/4295427,https://logbooks.jlab.org/entry/4295428,https://logbooks.jlab.org/entry/4295429,https://logbooks.jlab.org/entry/4295539
20378,2024-05-03 16:18:29,3:00:11,"66,964,453",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,BMT HV Sec3 L5 strip trip,,https://logbooks.jlab.org/entry/4295695,https://logbooks.jlab.org/entry/4295764,https://logbooks.jlab.org/entry/4295763
20379,2024-05-03 19:23:53,0:52:38,"16,572,559",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,tdcpcal6 DAQ error,,https://logbooks.jlab.org/entry/4295778,https://logbooks.jlab.org/entry/4295802,https://logbooks.jlab.org/entry/4295800
20380,2024-05-03 20:26:43,0:57:28,"1,541,967",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,BMT HV Sec3 L5 strip trip / 30 min of no beam ,,,,
20381,2024-05-04 0:10:04,3:00:36,"54,631,628",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,BMT Sec3 L5 strip tripped 2 times,https://logbooks.jlab.org/entry/4295883,https://logbooks.jlab.org/entry/4295910,,https://logbooks.jlab.org/entry/4296000
20382,2024-05-04 3:14:54,1:36:19,"33,170,272",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,FTOF S6 and PCAL S6 HVs went OFF,https://logbooks.jlab.org/entry/4296008,https://logbooks.jlab.org/entry/4296019,https://logbooks.jlab.org/entry/4296066,https://logbooks.jlab.org/entry/4296064
20383,2024-05-04 5:01:25,0:42:55,"9,842,811",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production run,prod,ROC adctof2 busy 100%,https://logbooks.jlab.org/entry/4296071,https://logbooks.jlab.org/entry/4296075,https://logbooks.jlab.org/entry/4296087,https://logbooks.jlab.org/entry/4296085
20384,2024-05-04 5:51:18,3:00:04,"50,748,474",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4296094,https://logbooks.jlab.org/entry/4296182,https://logbooks.jlab.org/entry/4296187,https://logbooks.jlab.org/entry/4296183
20385,2024-05-04 8:56:06,3:00:02,"54,976,571",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4296262,https://logbooks.jlab.org/entry/4296257,https://logbooks.jlab.org/entry/4296270,https://logbooks.jlab.org/entry/4296256
20386,2024-05-04 12:02:34,1:32:49,"27,680,919",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,MVT alarm,,,,
20388,2024-05-04 14:30:37,3:03:15,"64,643,352",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4296328,https://logbooks.jlab.org/entry/4296331,https://logbooks.jlab.org/entry/4296420,https://logbooks.jlab.org/entry/4296419
20389,2024-05-04 17:39:15,2:52:10,"52,611,907",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,,https://logbooks.jlab.org/entry/4296493,https://logbooks.jlab.org/entry/4296506,https://logbooks.jlab.org/entry/4296505
20390,2024-05-04 20:36:30,0:43:02,"14,733,333",65 nA,"10,547.3",IN,LD2 + Sn,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,rebooted tdcfof4,,https://logbooks.jlab.org/entry/4296533,https://logbooks.jlab.org/entry/4296544,https://logbooks.jlab.org/entry/4296543
